id,sentiment,text
681677457,negative,userMentionToken there is a fat man stuck in your airplanes bathroom
681677458,neutral,userMentionToken connection is us2065
681677459,neutral,userMentionToken i am dealing with the reflight booking problems agent in the miami airport now
681677460,positive,userMentionToken simply amazing. smiles for miles.thank u for my upgrade tomorrow for ord.we are spending a lot of time together next few weeks!
681677461,negative,userMentionToken what's the status of flight 3494 xna to dfw. i'm getting different reports?
681677462,positive,userMentionToken thank you for the quick customer service today. refundprocedurenottoopainful i know that winter weather is not your fault.
681677463,negative,"userMentionToken i need to go to yyz tmr morning 8am. i switched to united already, but my bag is still off in aa la-la land."
681677464,neutral,userMentionToken drop me a follow i need help
681677465,negative,userMentionToken the whole plane is the same. how old is this plane? the seats leather is coming apart ay the seams.
681677466,neutral,userMentionToken yes i do i am traveling to marsh harbor
681677467,neutral,userMentionToken userMentionToken we're trying to coordinate an airport hand-off of nutella! veryimportantproject
681677468,negative,userMentionToken if the flight i selected online was what was ticketed i would not be missing my connection. i need help getting to dfw or iah!!
681677469,negative,userMentionToken my seat is disgusting. old and dirty. when are you going to refurbish this plane? us air 597 jfk to phx
681677470,neutral,"userMentionToken is there any way to manually add gift cards to an ex-eu ticket( aa metal on long haul,ba for intra-eu)?"
681677471,negative,userMentionToken i understand the need to drain the lavatory fearing freezing but why no policy on checking that before boarding? smh come on...
681677472,negative,"userMentionToken once again flying aa4285, once again 60+ min delay because of mechanical issues. perhaps you should consider maintenance?"
681677473,negative,"userMentionToken no repair made to the water line. no potable water on board this flight. ""we will take off soon."" time for new planes mci&gt;dfw."
681677474,positive,"userMentionToken thanks for the recommendation. we've been sitting here for 45 minutes, last update was 35 min ago."
681677475,negative,"userMentionToken i'll be sticking with userMentionToken in the future. no change fees, first bag free, and stellar customer service."
681677476,neutral,userMentionToken does it show that we are on the same plane?
681677477,positive,"userMentionToken although you have no control of the weather, you came through with a great customer service"
681677478,negative,userMentionToken there is no local agent! there is no person to answer our questions and their phone service is terrible.
681677479,negative,userMentionToken ...2/2 doesn't help me.
681677480,negative,"userMentionToken as i already have a booked flight that i can't use &amp; can't change w/o a $200 fee, flight booking problems a different type of ticket...1/2"
681677481,neutral,"userMentionToken depends on the terminal, what' the best option? arrive c, depart a. breakfast burrito is what i'm craving.. any update on 1119?"
681677482,negative,userMentionToken an overzealous stewardess prevented us from bringing in a car seat! worstflight!
681677483,negative,userMentionToken watch out if you are a parent...they break stroller &amp; tell you look at the fine print
681677484,positive,userMentionToken i wish i could remember all of their names!
681677485,neutral,userMentionToken and is there a delay on our connection to pns?
681677486,neutral,userMentionToken thanks for getting back to me. how frequently are these weather advisories updated throughout the day?
681677487,negative,userMentionToken living in dfw.. your hub.. hate having to fly to jfk to get to ireland
681677488,negative,userMentionToken ok. there is no one at the airport that is helping us. another customer got told the flight isn't leaving till 1220
681677489,positive,"userMentionToken thank you aa, this is how i always start my vacations urlToken"
681677490,negative,"userMentionToken how do i talk to an actual person that will help me, and do what you guys should do?"
681677491,negative,userMentionToken customer service provides no wiggle room to change flight without a $200 change fee. userMentionToken has always been accommodating.
681677492,negative,"userMentionToken flight aa1119, cx to aa157. killing my layover, still wanting breakfast. i'm hungry! get me to dfw!"
681677493,positive,"userMentionToken yes, thank you. just not how i wanted to start my vacation!"
681677494,neutral,userMentionToken my flight number is 3m 50
681677495,negative,userMentionToken your staff at rsw working the sliver airlines desk is not helpful. we can not get any information about our flight.
681677496,negative,userMentionToken when the pilot announces that the plane has been unused for 2 days and maintenance is dealing with another aircraft..
681677497,neutral,userMentionToken i know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours?
681677498,positive,userMentionToken thank you for replying. trying to figure out how to get from there from dfw
